Topic ID,Topic Name,Field ID,Field Name,Domain Name
T11007,Hybrid Renewable Energy Systems,21,Energy,Physical Sciences
T10987,Microfinance and Financial Inclusion,20,"Economics, Econometrics and Finance",Social Sciences
T10754,Neuroendocrine Tumor Research Advances,27,Medicine,Health Sciences
T10654,Pneumonia and Respiratory Infections,27,Medicine,Health Sciences
T10402,Phase Equilibria and Thermodynamics,22,Engineering,Physical Sciences
T10979,Breastfeeding Practices and Influences,27,Medicine,Health Sciences
T11253,Nail Diseases and Treatments,27,Medicine,Health Sciences
T12619,Political Systems and Governance,33,Social Sciences,Social Sciences
T10390,Ovarian function and disorders,27,Medicine,Health Sciences
T10763,Digital Transformation in Industry,22,Engineering,Physical Sciences
T13944,Psychiatric care and mental health services,32,Psychology,Social Sciences
T10577,Hydrology and Sediment Transport Processes,23,Environmental Science,Physical Sciences
T10433,Carcinogens and Genotoxicity Assessment,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12811,"Aging, Health, and Disability",27,Medicine,Health Sciences
T10894,Groundwater flow and contamination studies,23,Environmental Science,Physical Sciences
T13337,Korean Peninsula Historical and Political Studies,33,Social Sciences,Social Sciences
T11330,Systemic Sclerosis and Related Diseases,27,Medicine,Health Sciences
T10971,Olfactory and Sensory Function Studies,28,Neuroscience,Life Sciences
T12596,Cephalopods and Marine Biology,11,Agricultural and Biological Sciences,Life Sciences
T14276,Power Systems and Technologies,22,Engineering,Physical Sciences
T10148,Advanced MIMO Systems Optimization,22,Engineering,Physical Sciences
T10566,Laser-Matter Interactions and Applications,31,Physics and Astronomy,Physical Sciences
T12972,German Colonialism and Identity Studies,12,Arts and Humanities,Social Sciences
T10104,Nanofluid Flow and Heat Transfer,22,Engineering,Physical Sciences
T13409,Paleopathology and ancient diseases,12,Arts and Humanities,Social Sciences
T10191,Robotics and Sensor-Based Localization,22,Engineering,Physical Sciences
T12743,Spanish Culture and Identity,12,Arts and Humanities,Social Sciences
T10691,Retinal Development and Disorders,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11056,Physiological and biochemical adaptations,23,Environmental Science,Physical Sciences
T10509,"Religion, Spirituality, and Psychology",33,Social Sciences,Social Sciences
T10142,Formal Methods in Verification,17,Computer Science,Physical Sciences
T14009,Ecology and Conservation Studies,11,Agricultural and Biological Sciences,Life Sciences
T13186,Russia and Soviet political economy,33,Social Sciences,Social Sciences
T10327,Adolescent Sexual and Reproductive Health,36,Health Professions,Health Sciences
T10598,Cardiac pacing and defibrillation studies,27,Medicine,Health Sciences
T10688,Image and Signal Denoising Methods,17,Computer Science,Physical Sciences
T11433,Emotional Intelligence and Performance,32,Psychology,Social Sciences
T11536,Consumer Retail Behavior Studies,14,"Business, Management and Accounting",Social Sciences
T12996,Cancer Research and Treatments,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10902,Complementary and Alternative Medicine Studies,27,Medicine,Health Sciences
T10662,Ultrasonics and Acoustic Wave Propagation,22,Engineering,Physical Sciences
T14166,European Monetary and Fiscal Policies,20,"Economics, Econometrics and Finance",Social Sciences
T11927,Plant Reproductive Biology,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10552,Colorectal Cancer Screening and Detection,27,Medicine,Health Sciences
T13831,Archaeological and Geological Studies,12,Arts and Humanities,Social Sciences
T10670,Aluminum Alloy Microstructure Properties,22,Engineering,Physical Sciences
T12432,Arctic and Russian Policy Studies,33,Social Sciences,Social Sciences
T14332,European Linguistics and Anthropology,33,Social Sciences,Social Sciences
T10771,Wound Healing and Treatments,27,Medicine,Health Sciences
T10923,Force Microscopy Techniques and Applications,31,Physics and Astronomy,Physical Sciences
T10507,Biodiesel Production and Applications,22,Engineering,Physical Sciences
T14090,Health and Conflict Studies,36,Health Professions,Health Sciences
T11155,Toxoplasma gondii Research Studies,24,Immunology and Microbiology,Life Sciences
T10635,Hydraulic Fracturing and Reservoir Analysis,22,Engineering,Physical Sciences
T10677,Attachment and Relationship Dynamics,32,Psychology,Social Sciences
T10208,Labor market dynamics and wage inequality,20,"Economics, Econometrics and Finance",Social Sciences
T14099,Synthesis and Characterization of Heterocyclic Compounds,16,Chemistry,Physical Sciences
T13970,Pharmacy and Medical Practices,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T11244,Climate Change and Health Impacts,23,Environmental Science,Physical Sciences
T10426,Child Abuse and Trauma,32,Psychology,Social Sciences
T11395,Radiopharmaceutical Chemistry and Applications,27,Medicine,Health Sciences
T13342,Art History and Market Analysis,12,Arts and Humanities,Social Sciences
T10992,Forensic Anthropology and Bioarchaeology Studies,12,Arts and Humanities,Social Sciences
T10449,Renal cell carcinoma treatment,27,Medicine,Health Sciences
T12630,African Botany and Ecology Studies,11,Agricultural and Biological Sciences,Life Sciences
T10562,Total Knee Arthroplasty Outcomes,27,Medicine,Health Sciences
T10570,Drug Transport and Resistance Mechanisms,27,Medicine,Health Sciences
T11578,Plant Pathogenic Bacteria Studies,11,Agricultural and Biological Sciences,Life Sciences
T13133,Architecture and Art History Studies,12,Arts and Humanities,Social Sciences
T13796,Neurological Disorders and Treatments,28,Neuroscience,Life Sciences
T11146,Hormonal and reproductive studies,27,Medicine,Health Sciences
T11138,Tribology and Lubrication Engineering,22,Engineering,Physical Sciences
T10520,Mycotoxins in Agriculture and Food,11,Agricultural and Biological Sciences,Life Sciences
T10352,Physical Activity and Health,27,Medicine,Health Sciences
T11350,Sex work and related issues,33,Social Sciences,Social Sciences
T13222,"Caribbean history, culture, and politics",33,Social Sciences,Social Sciences
T10416,Traumatic Brain Injury Research,27,Medicine,Health Sciences
T11467,Trauma and Emergency Care Studies,27,Medicine,Health Sciences
T12616,Religious Education and Schools,33,Social Sciences,Social Sciences
T11195,Simulation Techniques and Applications,18,Decision Sciences,Social Sciences
T10921,Neutrino Physics Research,31,Physics and Astronomy,Physical Sciences
T11692,Noise Effects and Management,36,Health Professions,Health Sciences
T11825,Catalysis and Oxidation Reactions,15,Chemical Engineering,Physical Sciences
T10981,Cytomegalovirus and herpesvirus research,27,Medicine,Health Sciences
T11999,Empathy and Medical Education,27,Medicine,Health Sciences
T10063,Nanoparticle-Based Drug Delivery,25,Materials Science,Physical Sciences
T10700,Metal Forming Simulation Techniques,22,Engineering,Physical Sciences
T10452,Iron Metabolism and Disorders,27,Medicine,Health Sciences
T10275,2D Materials and Applications,25,Materials Science,Physical Sciences
T10673,Gestational Diabetes Research and Management,27,Medicine,Health Sciences
T10822,Acoustic Wave Phenomena Research,22,Engineering,Physical Sciences
T10420,Intracranial Aneurysms: Treatment and Complications,27,Medicine,Health Sciences
T10344,Management and Organizational Studies,14,"Business, Management and Accounting",Social Sciences
T13772,Geomechanics and Mining Engineering,22,Engineering,Physical Sciences
T14337,"Religious, Philosophical, and Educational Studies",33,Social Sciences,Social Sciences
T10588,Mathematical Dynamics and Fractals,26,Mathematics,Physical Sciences
T11047,Gender Diversity and Inequality,33,Social Sciences,Social Sciences
T12286,Erythrocyte Function and Pathophysiology,27,Medicine,Health Sciences
T10365,Gastrointestinal motility and disorders,27,Medicine,Health Sciences
T10904,Embedded Systems Design Techniques,17,Computer Science,Physical Sciences
T10178,Cancer survivorship and care,27,Medicine,Health Sciences
T11247,Plant nutrient uptake and metabolism,11,Agricultural and Biological Sciences,Life Sciences
T11065,Insect Pest Control Strategies,11,Agricultural and Biological Sciences,Life Sciences
T11855,Gastrointestinal disorders and treatments,27,Medicine,Health Sciences
T13135,"Communism, Protests, Social Movements",33,Social Sciences,Social Sciences
T11660,Blood groups and transfusion,27,Medicine,Health Sciences
T14193,Literature and Cultural Memory,12,Arts and Humanities,Social Sciences
T14018,Agriculture and Biological Studies,11,Agricultural and Biological Sciences,Life Sciences
T11995,"FinTech, Crowdfunding, Digital Finance",14,"Business, Management and Accounting",Social Sciences
T10641,Central Venous Catheters and Hemodialysis,36,Health Professions,Health Sciences
T10335,Colorectal Cancer Surgical Treatments,27,Medicine,Health Sciences
T14462,Educational Methods and Impacts,33,Social Sciences,Social Sciences
T13134,Latin American Literature Studies,33,Social Sciences,Social Sciences
T11673,Advanced Topics in Algebra,26,Mathematics,Physical Sciences
T11221,Bone health and treatments,27,Medicine,Health Sciences
T11209,Cardiovascular and exercise physiology,27,Medicine,Health Sciences
T11549,Synthetic Organic Chemistry Methods,16,Chemistry,Physical Sciences
T14061,Educational Practices and Policies,33,Social Sciences,Social Sciences
T12852,Chemical Thermodynamics and Molecular Structure,16,Chemistry,Physical Sciences
T10799,Data Visualization and Analytics,17,Computer Science,Physical Sciences
T14378,Entomological Studies and Ecology,11,Agricultural and Biological Sciences,Life Sciences
T11090,Dark Matter and Cosmic Phenomena,31,Physics and Astronomy,Physical Sciences
T11135,Virology and Viral Diseases,27,Medicine,Health Sciences
T11459,Arctic and Antarctic ice dynamics,19,Earth and Planetary Sciences,Physical Sciences
T10619,Esophageal Cancer Research and Treatment,27,Medicine,Health Sciences
T12132,Hymenoptera taxonomy and phylogeny,11,Agricultural and Biological Sciences,Life Sciences
T11112,Viral Infections and Immunology Research,27,Medicine,Health Sciences
T11658,Esophageal and GI Pathology,27,Medicine,Health Sciences
T10136,Statistical Methods and Inference,26,Mathematics,Physical Sciences
T11942,Transportation and Mobility Innovations,22,Engineering,Physical Sciences
T12872,Philippine History and Culture,33,Social Sciences,Social Sciences
T13447,Educational and Psychological Assessments,32,Psychology,Social Sciences
T13113,Engineering Technology and Methodologies,22,Engineering,Physical Sciences
T10919,Neurological disorders and treatments,27,Medicine,Health Sciences
T13745,Media and Digital Communication,17,Computer Science,Physical Sciences
T13269,Orthoptera Research and Taxonomy,11,Agricultural and Biological Sciences,Life Sciences
T12206,Vibration and Dynamic Analysis,22,Engineering,Physical Sciences
T10600,Reproductive Health and Contraception,27,Medicine,Health Sciences
T10375,Pharmacogenetics and Drug Metabolism,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T10221,Composite Structure Analysis and Optimization,22,Engineering,Physical Sciences
T12770,Amino Acid Enzymes and Metabolism,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11740,Geochemistry and Elemental Analysis,19,Earth and Planetary Sciences,Physical Sciences
T11375,Geotechnical Engineering and Soil Stabilization,22,Engineering,Physical Sciences
T10882,Cardiomyopathy and Myosin Studies,27,Medicine,Health Sciences
T11353,Venomous Animal Envenomation and Studies,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T10176,Mesenchymal stem cell research,27,Medicine,Health Sciences
T13327,"Arts, Culture, and Music Studies",33,Social Sciences,Social Sciences
T10072,Science Education and Pedagogy,33,Social Sciences,Social Sciences
T13364,"Digitalization, Law, and Regulation",33,Social Sciences,Social Sciences
T14257,Advanced Measurement and Detection Methods,22,Engineering,Physical Sciences
T13334,South Asian Cinema and Culture,12,Arts and Humanities,Social Sciences
T10519,Advanced Proteomics Techniques and Applications,16,Chemistry,Physical Sciences
T11028,Social Work Education and Practice,33,Social Sciences,Social Sciences
T13270,QR Code Applications and Technologies,17,Computer Science,Physical Sciences
T10671,Gastroesophageal reflux and treatments,27,Medicine,Health Sciences
T10336,Cancer Cells and Metastasis,27,Medicine,Health Sciences
T10877,Allergic Rhinitis and Sensitization,27,Medicine,Health Sciences
T11379,Rheology and Fluid Dynamics Studies,15,Chemical Engineering,Physical Sciences
T13245,Samuel Beckett and Modernism,12,Arts and Humanities,Social Sciences
T10304,Geometric and Algebraic Topology,26,Mathematics,Physical Sciences
T10558,Advancements in Semiconductor Devices and Circuit Design,22,Engineering,Physical Sciences
