Topic ID,Topic Name,af_oa,af_oa_diamond,pass_af_oa,pass_af_oa_diamond
T14051,Regional Economic and Spatial Analysis,5801,1235,False,False
T10294,Cell death mechanisms and regulation,18333,1082,True,False
T13036,Veterinary Practice and Education Studies,8573,878,False,False
T12840,Renal function and acid-base balance,10437,1360,True,False
T13143,Child Therapy and Development,9415,2210,False,False
T10867,Intensive Care Unit Cognitive Disorders,18961,3239,True,False
T10245,Metamaterials and Metasurfaces Applications,20531,1335,True,False
T12028,Knowledge Management and Sharing,16725,3412,True,False
T12704,Stress and Burnout Research,2898,1256,False,False
T10638,Optical measurement and interference techniques,13518,1837,True,False
T11073,Metal Extraction and Bioleaching,13793,2534,True,False
T12922,Business and Economic Development,30862,14036,True,True
T12305,Cassava research and cyanide,12829,3184,True,False
T12011,"Insurance, Mortality, Demography, Risk Management",13377,1999,True,False
T11488,Climate Change Communication and Perception,15536,2523,True,False
T14086,Military and Defense Studies,6360,558,False,False
T14348,Marriage and Family Dynamics,16747,10804,True,True
T11406,Cerebrospinal fluid and hydrocephalus,15879,2567,True,False
T11912,Outsourcing and Supply Chain Management,11185,1794,True,False
T12907,Mechanical Engineering and Vibrations Research,14642,4547,True,False
T13089,Medieval and Early Modern Iberia,801,230,False,False
T11086,Parasitic Infections and Diagnostics,16125,2842,True,False
T10634,Food Allergy and Anaphylaxis Research,16546,2669,True,False
T13189,Physical Education and Training Studies,21161,9687,True,False
T11045,"Privacy, Security, and Data Protection",19075,2732,True,False
T11095,Emergency and Acute Care Studies,17811,2626,True,False
T14104,Developmental and Educational Neuropsychology,1177,272,False,False
T10444,Context-Aware Activity Recognition Systems,17066,2237,True,False
T11416,Numerical methods for differential equations,15745,2023,True,False
T11271,Myasthenia Gravis and Thymoma,14991,3254,True,False
T10819,Mercury impact and mitigation studies,15873,2231,True,False
T11609,Geophysical Methods and Applications,13539,2251,True,False
T14105,Cultural and Artistic Studies,16505,10351,True,True
T11214,Human-Animal Interaction Studies,14673,1984,True,False
T10950,Acute Lymphoblastic Leukemia research,17667,2235,True,False
T10419,Pharmaceutical and Antibiotic Environmental Impacts,19650,2506,True,False
T11052,Energy Load and Power Forecasting,22654,4747,True,False
T10989,Uterine Myomas and Treatments,17682,4436,True,False
T10907,International Student and Expatriate Challenges,15063,3965,True,False
T13359,Sports Science and Education,3001,1107,False,False
T13199,Digestive system and related health,10391,1543,True,False
T11769,Copyright and Intellectual Property,12792,1182,True,False
T12509,Corporate Insolvency and Governance,10459,1005,True,False
T11363,Dental Radiography and Imaging,18167,5415,True,False
T12557,Inorganic Chemistry and Materials,4912,321,False,False
T10875,Pesticide Exposure and Toxicity,13618,3221,True,False
T12121,Cooperative Studies and Economics,8753,1371,False,False
T10311,Advancements in Solid Oxide Fuel Cells,15028,2337,True,False
T12029,DNA and Biological Computing,6780,808,False,False
T10514,Numerical methods in engineering,16093,2235,True,False
T10914,Tactile and Sensory Interactions,16743,1958,True,False
T12232,"Yersinia bacterium, plague, ectoparasites research",13465,2149,True,False
T11452,Oral Health Pathology and Treatment,16000,4759,True,False
T10743,Software Testing and Debugging Techniques,14556,1794,True,False
T10610,Advanced Cellulose Research Studies,18475,2574,True,False
T11069,Testicular diseases and treatments,14220,3208,True,False
T12851,Firm Innovation and Growth,16172,1694,True,False
T10790,Heavy Metal Exposure and Toxicity,16958,3719,True,False
T11180,Pesticide and Herbicide Environmental Studies,13068,2102,True,False
T10482,Mathematical and Theoretical Epidemiology and Ecology Models,21463,4607,True,False
T11483,Tropical and Extratropical Cyclones Research,19441,2382,True,False
T13161,Ideological and Political Education,10152,4286,True,False
T12386,Advanced X-ray and CT Imaging,14590,2094,True,False
T11599,Aviation Industry Analysis and Trends,12570,2704,True,False
T13095,Plant-based Medicinal Research,7742,1619,False,False
T11934,Syphilis Diagnosis and Treatment,13238,2024,True,False
T12050,Optical Polarization and Ellipsometry,5832,569,False,False
T11438,Retinal Imaging and Analysis,21298,3964,True,False
T12248,Water Governance and Infrastructure,9137,1217,False,False
T13438,Environmental Conservation and Management,7269,597,False,False
T14358,Healthcare Quality and Satisfaction,16381,10206,True,True
T13229,Gothic Literature and Media Analysis,8104,1768,False,False
T11053,Process Optimization and Integration,11491,2019,True,False
T10569,Bariatric Surgery and Outcomes,15420,2613,True,False
T10805,Vehicle Dynamics and Control Systems,12773,3101,True,False
T11118,Evolutionary Psychology and Human Behavior,11465,1018,True,False
T10793,Diabetes Management and Education,19947,3414,True,False
T14392,Geoscience and Mining Technology,5415,1144,False,False
T10615,Granular flow and fluidized beds,16030,2111,True,False
T14507,"History, Culture, and Society",1375,391,False,False
T12245,"Counseling, Therapy, and Family Dynamics",7226,895,False,False
T11676,Parental Involvement in Education,12760,2838,True,False
T10666,Photonic Crystals and Applications,14285,1353,True,False
T10924,Cardiovascular Health and Disease Prevention,19412,2881,True,False
T11850,Concrete Corrosion and Durability,12838,2684,True,False
T12047,Viral Infections and Vectors,18900,3378,True,False
T12482,Tunneling and Rock Mechanics,9478,2077,False,False
T13404,Geological and Tectonic Studies in Latin America,4551,544,False,False
T11072,Peroxisome Proliferator-Activated Receptors,17436,1255,True,False
T10485,"Bullying, Victimization, and Aggression",15180,3381,True,False
T10228,Multilevel Inverters and Converters,14114,3193,True,False
T10398,Groundwater and Isotope Geochemistry,15600,2958,True,False
T10540,Advanced Fluorescence Microscopy Techniques,18348,746,True,False
T12579,Muon and positron interactions and applications,7267,1270,False,False
T11066,Organic Food and Agriculture,16917,2215,True,False
T11622,Maritime Navigation and Safety,14201,2886,True,False
T14025,Educational Technology and Assessment,10880,3371,True,False
T12637,Scarabaeidae Beetle Taxonomy and Biogeography,4430,631,False,False
T12938,Material Selection and Properties,4279,1275,False,False
T10369,Advanced MEMS and NEMS Technologies,11537,1686,True,False
T12821,Geological Formations and Processes Exploration,7250,2099,False,False
T12513,Rocket and propulsion systems research,12903,2418,True,False
T11206,Model Reduction and Neural Networks,20742,1468,True,False
T11509,Hip and Femur Fractures,17946,4694,True,False
T13560,Socioeconomic Development in MENA,13838,4465,True,False
T10782,Nanoplatforms for cancer theranostics,18805,1410,True,False
T10464,Crystal structures of chemical compounds,21315,346,True,False
T11643,Building materials and conservation,11031,1869,True,False
T11531,Healthcare Systems and Reforms,22056,4806,True,False
T13594,Healthcare innovation and challenges,9278,625,False,False
T10314,Social and Intergroup Psychology,15175,1478,True,False
T13653,"Commonwealth, Australian Politics and Federalism",4491,336,False,False
T12457,Ecocriticism and Environmental Literature,7940,2098,False,False
T14049,Plant and Fungal Species Descriptions,11506,2439,True,False
T10460,Electronic Packaging and Soldering Technologies,10101,2075,True,False
T14404,European Socioeconomic and Political Studies,1751,313,False,False
T14167,Consumer behavior in food and health,340,45,False,False
T12986,Administrative Law and Governance,366,135,False,False
T10852,Temporomandibular Joint Disorders,16398,4639,True,False
T10576,Opioid Use Disorder Treatment,20010,1619,True,False
T11665,Animal Vocal Communication and Behavior,13259,834,True,False
T10686,Effects and risks of endocrine disrupting chemicals,16607,3131,True,False
T10770,Soil Geostatistics and Mapping,13212,1602,True,False
T11022,Spectral Theory in Mathematical Physics,21596,1795,True,False
T12714,Youth Education and Societal Dynamics,11614,1824,True,False
T10788,Neuroscience and Music Perception,17002,1397,True,False
T11359,Effects of Radiation Exposure,11645,1375,True,False
T10440,Advanced Thermoelectric Materials and Devices,15980,2079,True,False
T10766,Urban Heat Island Mitigation,21649,3999,True,False
T14137,"Agriculture, Soil, Plant Science",13267,3659,True,False
T11117,Drug-Induced Adverse Reactions,13198,3197,True,False
T11750,Phytoplasmas and Hemiptera pathogens,10598,1426,True,False
T11619,Combustion and Detonation Processes,12549,2418,True,False
T11713,Genital Health and Disease,11903,2752,True,False
T11497,Interprofessional Education and Collaboration,14691,2419,True,False
T14509,demographic modeling and climate adaptation,8972,753,False,False
T12605,Berry genetics and cultivation research,11518,2012,True,False
T10484,Wood Treatment and Properties,15577,2701,True,False
T10474,Material Dynamics and Properties,15352,601,True,False
T10593,Bacterial biofilms and quorum sensing,17901,1728,True,False
T14489,Basque language and culture studies,1292,545,False,False
T12167,Bacterial Identification and Susceptibility Testing,13057,1634,True,False
T12784,Modular Robots and Swarm Intelligence,15801,1857,True,False
T10687,Innovative concrete reinforcement materials,21065,5740,True,False
T11033,Contact Dermatitis and Allergies,9090,1301,False,False
T10491,Enhanced Oil Recovery Techniques,12738,2546,True,False
T11218,Hip disorders and treatments,14168,3405,True,False
T14389,"Innovation, Technology, and Society",2454,377,False,False
T12113,Growth and nutrition in plants,9761,3512,False,False
T13780,Diverse Education Studies and Reforms,8559,1333,False,False
T10220,Machine Fault Diagnosis Techniques,16770,2976,True,False
T11154,Parasitic infections in humans and animals,15955,4032,True,False
T11234,Precipitation Measurement and Analysis,12401,1489,True,False
T13176,Winter Sports Injuries and Performance,9541,2469,False,False
T10571,Robotic Mechanisms and Dynamics,13999,2691,True,False
T12360,Plant-derived Lignans Synthesis and Bioactivity,3078,473,False,False
T10901,Advanced Data Compression Techniques,9709,1214,False,False
T11651,Inhalation and Respiratory Drug Delivery,13582,1790,True,False
T13496,Advertising and Communication Studies,1017,417,False,False
T10685,Viral-associated cancers and disorders,20686,2535,True,False
T11140,Natural Antidiabetic Agents Studies,23336,9213,True,False
T10755,HER2/EGFR in Cancer Research,17302,1626,True,False
T11366,Elasticity and Material Modeling,11678,1267,True,False
T11100,Intermetallics and Advanced Alloy Properties,12088,2051,True,False
T13102,Soil and Environmental Studies,9480,4985,False,False
T13534,"Migration, Identity, and Health",1727,267,False,False
T13894,Indian Economic and Social Development,11920,2831,True,False
T10664,Sentiment Analysis and Opinion Mining,19713,5001,True,False
T12864,Psychoanalysis and Social Critique,951,285,False,False
T10480,Ionic liquids properties and applications,13317,1226,True,False
T13575,Travel Writing and Literature,6093,1292,False,False
T10795,Healthcare professionals’ stress and burnout,20509,4553,True,False
T13551,Biochemical effects in animals,12437,2683,True,False
T13330,"Theater, Performance, and Music History",4807,516,False,False
T11215,Chronic Myeloid Leukemia Treatments,14900,1993,True,False
T11207,Alcohol Consumption and Health Effects,13790,1605,True,False
T10621,Gene Regulatory Network Analysis,20744,1671,True,False
T14306,Technology Assessment and Management,13012,3396,True,False
T11730,Autoimmune Bullous Skin Diseases,11356,2807,True,False
T14199,Historical and Scientific Studies,2444,257,False,False
T10256,Drug Solubulity and Delivery Systems,16762,4391,True,False
T10751,Forensic and Genetic Research,11617,1373,True,False
T12668,Yeasts and Rust Fungi Studies,5656,878,False,False
T14164,Marine and Offshore Engineering Studies,5785,910,False,False
T12403,Seed and Plant Biochemistry,13115,4177,True,False
T10608,Neurogenesis and neuroplasticity mechanisms,16118,784,True,False
T11325,Inertial Sensor and Navigation,11900,1867,True,False
T10651,"IPv6, Mobility, Handover, Networks, Security",7047,1061,False,False
T11519,Digital Mental Health Interventions,19192,1745,True,False
T10806,Energetic Materials and Combustion,11826,2998,True,False
T10735,Mesoporous Materials and Catalysis,9222,1294,False,False
T12964,"Diet, Metabolism, and Disease",14930,2610,True,False
T12450,Radio Astronomy Observations and Technology,12161,576,True,False
T13073,China's Ethnic Minorities and Relations,5981,1472,False,False
T14080,"Philosophy, Sociology, Political Theory",479,94,False,False
T12824,Infections and bacterial resistance,4810,939,False,False
T11714,Multimodal Machine Learning Applications,19921,1556,True,False
